# schema=1
# profile<TAB>config-scope<TAB>module<TAB>default-state
asus-amd-nvidia	physical-v1	desktop-shared	selected
asus-amd-nvidia	physical-v1	developer-editor	selected
asus-amd-nvidia	physical-v1	wm-niri	selected
asus-amd-nvidia	physical-v1	wm-hyprland	selected
desktop-amd	physical-v1	desktop-shared	selected
desktop-amd	physical-v1	developer-editor	selected
desktop-amd	physical-v1	wm-niri	selected
desktop-amd	physical-v1	wm-hyprland	disabled
vm	vm-v1	desktop-shared	selected
vm	vm-v1	wm-niri	selected
vm	vm-v1	wm-hyprland	disabled
asus-amd-nvidia	physical-v1	personal-scripts	selected
desktop-amd	physical-v1	personal-scripts	disabled
asus-amd-nvidia	physical-v1	personal-autostart	selected
asus-amd-nvidia	physical-v1	asus-hardware	selected
asus-amd-nvidia	physical-v1	personal-user-services	selected
desktop-amd	physical-v1	personal-autostart	disabled
desktop-amd	physical-v1	asus-hardware	disabled
desktop-amd	physical-v1	personal-user-services	disabled
asus-amd-nvidia	physical-v1	base-preconditions	selected
asus-amd-nvidia	physical-v1	build-foundation	selected
asus-amd-nvidia	physical-v1	repository-tools	selected
asus-amd-nvidia	physical-v1	fonts	selected
asus-amd-nvidia	physical-v1	daily-apps	selected
asus-amd-nvidia	physical-v1	desktop-apps	selected
asus-amd-nvidia	physical-v1	input-fcitx-rime	selected
asus-amd-nvidia	physical-v1	cli-tools	selected
asus-amd-nvidia	physical-v1	development-toolchain	selected
asus-amd-nvidia	physical-v1	container-tools	selected
asus-amd-nvidia	physical-v1	storage-maintenance	selected
asus-amd-nvidia	physical-v1	virtualization	selected
asus-amd-nvidia	physical-v1	kernel-support	selected
asus-amd-nvidia	physical-v1	audio	selected
asus-amd-nvidia	physical-v1	bluetooth	selected
asus-amd-nvidia	physical-v1	power	selected
asus-amd-nvidia	physical-v1	graphics-amd	selected
asus-amd-nvidia	physical-v1	graphics-nvidia	selected
asus-amd-nvidia	physical-v1	hardware-tools	selected
asus-amd-nvidia	physical-v1	recording	selected
asus-amd-nvidia	physical-v1	ocr	selected
desktop-amd	physical-v1	base-preconditions	selected
desktop-amd	physical-v1	build-foundation	selected
desktop-amd	physical-v1	repository-tools	selected
desktop-amd	physical-v1	fonts	selected
desktop-amd	physical-v1	daily-apps	disabled
desktop-amd	physical-v1	desktop-apps	selected
desktop-amd	physical-v1	input-fcitx-rime	disabled
desktop-amd	physical-v1	cli-tools	selected
desktop-amd	physical-v1	development-toolchain	selected
desktop-amd	physical-v1	container-tools	selected
desktop-amd	physical-v1	storage-maintenance	selected
desktop-amd	physical-v1	virtualization	selected
desktop-amd	physical-v1	kernel-support	selected
desktop-amd	physical-v1	audio	selected
desktop-amd	physical-v1	bluetooth	disabled
desktop-amd	physical-v1	power	selected
desktop-amd	physical-v1	graphics-amd	selected
desktop-amd	physical-v1	hardware-tools	selected
desktop-amd	physical-v1	recording	selected
desktop-amd	physical-v1	ocr	selected
vm	vm-v1	base-preconditions	selected
vm	vm-v1	build-foundation	selected
vm	vm-v1	fonts	selected
vm	vm-v1	input-fcitx-rime	selected
vm	vm-v1	audio	selected
vm	vm-v1	recording	disabled
vm	vm-v1	daily-apps	disabled
vm	vm-v1	repository-tools	disabled
vm	vm-v1	development-toolchain	disabled
vm	vm-v1	personal-autostart	disabled
vm	vm-v1	cli-tools	disabled
vm	vm-v1	desktop-apps	disabled
vm	vm-v1	ocr	disabled
vm	vm-v1	graphics-amd	disabled
vm	vm-v1	graphics-nvidia	disabled
vm	vm-v1	hardware-tools	disabled
vm	vm-v1	kernel-support	disabled
vm	vm-v1	bluetooth	disabled
vm	vm-v1	power	disabled
vm	vm-v1	container-tools	disabled
vm	vm-v1	storage-maintenance	disabled
vm	vm-v1	virtualization	disabled
vm	vm-v1	developer-editor	disabled
vm	vm-v1	personal-scripts	disabled
vm	vm-v1	asus-hardware	disabled
vm	vm-v1	personal-user-services	disabled
